id,sentence,type,expected,order,logprobs,continuation_log_prob,critical_token_idx,id_num,tokens
1_dog_cat_negation_affirmative_nonref,Liam doesn't own a dog but he owns a cat. The dog that he liked had been adopted by someone else.,negation_affirmative,1,1,,,,,
1_dog_cat_negation_affirmative_nonref,Liam doesn't own a dog but he owns a cat. The cat that he liked had been adopted by someone else.,negation_affirmative,0,1,,,,,
1_dog_cat_negation_affirmative_ref,Liam doesn't own a cat but he owns a dog. His dog follows him everywhere he goes.,negation_affirmative,1,2,,,,,
1_dog_cat_negation_affirmative_ref,Liam doesn't own a cat but he owns a dog. His cat follows him everywhere he goes.,negation_affirmative,0,2,,,,,
1_dog_cat_negation_affirmative_nonref,Liam doesn't own a cat but he owns a dog. The cat that he liked had been adopted by someone else.,negation_affirmative,1,2,,,,,
1_dog_cat_negation_affirmative_nonref,Liam doesn't own a cat but he owns a dog. The dog that he liked had been adopted by someone else.,negation_affirmative,0,2,,,,,
1_dog_cat_know_doubt_ref,I know that Liam owns a dog but I doubt that he owns a cat. His dog follows him everywhere he goes.,know_doubt,1,1,,,,,
1_dog_cat_know_doubt_ref,I know that Liam owns a dog but I doubt that he owns a cat. His cat follows him everywhere he goes.,know_doubt,0,1,,,,,
1_dog_cat_know_doubt_nonref,I know that Liam owns a dog but I doubt that he owns a cat. The cat that he liked had been adopted by someone else.,know_doubt,1,1,,,,,
1_dog_cat_know_doubt_nonref,I know that Liam owns a dog but I doubt that he owns a cat. The dog that he liked had been adopted by someone else.,know_doubt,0,1,,,,,
1_dog_cat_know_doubt_ref,I know that Liam owns a cat but I doubt that he owns a dog. His cat follows him everywhere he goes.,know_doubt,1,2,,,,,
1_dog_cat_know_doubt_ref,I know that Liam owns a cat but I doubt that he owns a dog. His dog follows him everywhere he goes.,know_doubt,0,2,,,,,
1_dog_cat_know_doubt_nonref,I know that Liam owns a cat but I doubt that he owns a dog. The dog that he liked had been adopted by someone else.,know_doubt,1,2,,,,,
1_dog_cat_know_doubt_nonref,I know that Liam owns a cat but I doubt that he owns a dog. The cat that he liked had been adopted by someone else.,know_doubt,0,2,,,,,
1_dog_cat_doubt_know_ref,I doubt that Liam owns a dog but I know that he owns a cat. His cat follows him everywhere he goes.,doubt_know,1,1,,,,,
1_dog_cat_doubt_know_ref,I doubt that Liam owns a dog but I know that he owns a cat. His dog follows him everywhere he goes.,doubt_know,0,1,,,,,
1_dog_cat_doubt_know_nonref,I doubt that Liam owns a dog but I know that he owns a cat. The dog that he liked had been adopted by someone else.,doubt_know,1,1,,,,,
1_dog_cat_doubt_know_nonref,I doubt that Liam owns a dog but I know that he owns a cat. The cat that he liked had been adopted by someone else.,doubt_know,0,1,,,,,
1_dog_cat_doubt_know_ref,I doubt that Liam owns a cat but I know that he owns a dog. His dog follows him everywhere he goes.,doubt_know,1,2,,,,,
1_dog_cat_doubt_know_ref,I doubt that Liam owns a cat but I know that he owns a dog. His cat follows him everywhere he goes.,doubt_know,0,2,,,,,
1_dog_cat_doubt_know_nonref,I doubt that Liam owns a cat but I know that he owns a dog. The cat that he liked had been adopted by someone else.,doubt_know,1,2,,,,,
1_dog_cat_doubt_know_nonref,I doubt that Liam owns a cat but I know that he owns a dog. The dog that he liked had been adopted by someone else.,doubt_know,0,2,,,,,
1_dog_cat_affirmative_modal_ref,Liam owns a dog but he wants to own a cat. His dog follows him everywhere he goes.,affirmative_modal,1,1,,,,,
1_dog_cat_affirmative_modal_ref,Liam owns a dog but he wants to own a cat. His cat follows him everywhere he goes.,affirmative_modal,0,1,,,,,
1_dog_cat_affirmative_modal_nonref,Liam owns a dog but he wants to own a cat. The cat that he liked had been adopted by someone else.,affirmative_modal,1,1,,,,,
1_dog_cat_affirmative_modal_nonref,Liam owns a dog but he wants to own a cat. The dog that he liked had been adopted by someone else.,affirmative_modal,0,1,,,,,
1_dog_cat_affirmative_modal_ref,Liam owns a cat but he wants to own a dog. His cat follows him everywhere he goes.,affirmative_modal,1,2,,,,,
1_dog_cat_affirmative_modal_ref,Liam owns a cat but he wants to own a dog. His dog follows him everywhere he goes.,affirmative_modal,0,2,,,,,
1_dog_cat_affirmative_modal_nonref,Liam owns a cat but he wants to own a dog. The dog that he liked had been adopted by someone else.,affirmative_modal,1,2,,,,,
1_dog_cat_affirmative_modal_nonref,Liam owns a cat but he wants to own a dog. The cat that he liked had been adopted by someone else.,affirmative_modal,0,2,,,,,
1_dog_cat_modal_affirmative_ref,Liam wants to own a dog but he owns a cat. His cat follows him everywhere he goes.,modal_affirmative,1,1,,,,,
1_dog_cat_modal_affirmative_ref,Liam wants to own a dog but he owns a cat. His dog follows him everywhere he goes.,modal_affirmative,0,1,,,,,
1_dog_cat_modal_affirmative_nonref,Liam wants to own a dog but he owns a cat. The dog that he liked had been adopted by someone else.,modal_affirmative,1,1,,,,,
1_dog_cat_modal_affirmative_nonref,Liam wants to own a dog but he owns a cat. The cat that he liked had been adopted by someone else.,modal_affirmative,0,1,,,,,
1_dog_cat_modal_affirmative_ref,Liam wants to own a cat but he owns a dog. His dog follows him everywhere he goes.,modal_affirmative,1,2,,,,,
1_dog_cat_modal_affirmative_ref,Liam wants to own a cat but he owns a dog. His cat follows him everywhere he goes.,modal_affirmative,0,2,,,,,
1_dog_cat_modal_affirmative_nonref,Liam wants to own a cat but he owns a dog. The cat that he liked had been adopted by someone else.,modal_affirmative,1,2,,,,,
1_dog_cat_modal_affirmative_nonref,Liam wants to own a cat but he owns a dog. The dog that he liked had been adopted by someone else.,modal_affirmative,0,2,,,,,
1_dog_cat_managed_failed_ref,Liam managed to adopt a dog but he failed to adopt a cat. His dog follows him everywhere he goes.,managed_failed,1,1,,,,,
1_dog_cat_managed_failed_ref,Liam managed to adopt a dog but he failed to adopt a cat. His cat follows him everywhere he goes.,managed_failed,0,1,,,,,
1_dog_cat_managed_failed_nonref,Liam managed to adopt a dog but he failed to adopt a cat. The cat that he liked had been adopted by someone else.,managed_failed,1,1,,,,,
1_dog_cat_managed_failed_nonref,Liam managed to adopt a dog but he failed to adopt a cat. The dog that he liked had been adopted by someone else.,managed_failed,0,1,,,,,
1_dog_cat_managed_failed_ref,Liam managed to adopt a cat but he failed to adopt a dog. His cat follows him everywhere he goes.,managed_failed,1,2,,,,,
1_dog_cat_managed_failed_ref,Liam managed to adopt a cat but he failed to adopt a dog. His dog follows him everywhere he goes.,managed_failed,0,2,,,,,
1_dog_cat_managed_failed_nonref,Liam managed to adopt a cat but he failed to adopt a dog. The dog that he liked had been adopted by someone else.,managed_failed,1,2,,,,,
1_dog_cat_managed_failed_nonref,Liam managed to adopt a cat but he failed to adopt a dog. The cat that he liked had been adopted by someone else.,managed_failed,0,2,,,,,
1_dog_cat_failed_managed_ref,Liam failed to adopt a dog but he managed to adopt a cat. His cat follows him everywhere he goes.,failed_managed,1,1,,,,,
1_dog_cat_failed_managed_ref,Liam failed to adopt a dog but he managed to adopt a cat. His dog follows him everywhere he goes.,failed_managed,0,1,,,,,
1_dog_cat_failed_managed_nonref,Liam failed to adopt a dog but he managed to adopt a cat. The dog that he liked had been adopted by someone else.,failed_managed,1,1,,,,,
1_dog_cat_failed_managed_nonref,Liam failed to adopt a dog but he managed to adopt a cat. The cat that he liked had been adopted by someone else.,failed_managed,0,1,,,,,
1_dog_cat_failed_managed_ref,Liam failed to adopt a cat but he managed to adopt a dog. His dog follows him everywhere he goes.,failed_managed,1,2,,,,,
1_dog_cat_failed_managed_ref,Liam failed to adopt a cat but he managed to adopt a dog. His cat follows him everywhere he goes.,failed_managed,0,2,,,,,
1_dog_cat_failed_managed_nonref,Liam failed to adopt a cat but he managed to adopt a dog. The cat that he liked had been adopted by someone else.,failed_managed,1,2,,,,,
1_dog_cat_failed_managed_nonref,Liam failed to adopt a cat but he managed to adopt a dog. The dog that he liked had been adopted by someone else.,failed_managed,0,2,,,,,
2_dog_hedgehog_affirmative_negation_ref,Noah owns a dog but he doesn't own a hedgehog. His dog follows him everywhere he goes.,affirmative_negation,1,1,,,,,
2_dog_hedgehog_affirmative_negation_ref,Noah owns a dog but he doesn't own a hedgehog. His hedgehog follows him everywhere he goes.,affirmative_negation,0,1,,,,,
2_dog_hedgehog_affirmative_negation_nonref,Noah owns a dog but he doesn't own a hedgehog. The hedgehog that he liked had been adopted by someone else.,affirmative_negation,1,1,,,,,
2_dog_hedgehog_affirmative_negation_nonref,Noah owns a dog but he doesn't own a hedgehog. The dog that he liked had been adopted by someone else.,affirmative_negation,0,1,,,,,
2_dog_hedgehog_affirmative_negation_ref,Noah owns a hedgehog but he doesn't own a dog. His hedgehog follows him everywhere he goes.,affirmative_negation,1,2,,,,,
2_dog_hedgehog_affirmative_negation_ref,Noah owns a hedgehog but he doesn't own a dog. His dog follows him everywhere he goes.,affirmative_negation,0,2,,,,,
2_dog_hedgehog_affirmative_negation_nonref,Noah owns a hedgehog but he doesn't own a dog. The dog that he liked had been adopted by someone else.,affirmative_negation,1,2,,,,,
2_dog_hedgehog_affirmative_negation_nonref,Noah owns a hedgehog but he doesn't own a dog. The hedgehog that he liked had been adopted by someone else.,affirmative_negation,0,2,,,,,
2_dog_hedgehog_negation_affirmative_ref,Noah doesn't own a dog but he owns a hedgehog. His hedgehog follows him everywhere he goes.,negation_affirmative,1,1,,,,,
2_dog_hedgehog_negation_affirmative_ref,Noah doesn't own a dog but he owns a hedgehog. His dog follows him everywhere he goes.,negation_affirmative,0,1,,,,,
2_dog_hedgehog_negation_affirmative_nonref,Noah doesn't own a dog but he owns a hedgehog. The dog that he liked had been adopted by someone else.,negation_affirmative,1,1,,,,,
2_dog_hedgehog_negation_affirmative_nonref,Noah doesn't own a dog but he owns a hedgehog. The hedgehog that he liked had been adopted by someone else.,negation_affirmative,0,1,,,,,
2_dog_hedgehog_negation_affirmative_ref,Noah doesn't own a hedgehog but he owns a dog. His dog follows him everywhere he goes.,negation_affirmative,1,2,,,,,
2_dog_hedgehog_negation_affirmative_ref,Noah doesn't own a hedgehog but he owns a dog. His hedgehog follows him everywhere he goes.,negation_affirmative,0,2,,,,,
2_dog_hedgehog_negation_affirmative_nonref,Noah doesn't own a hedgehog but he owns a dog. The hedgehog that he liked had been adopted by someone else.,negation_affirmative,1,2,,,,,
2_dog_hedgehog_negation_affirmative_nonref,Noah doesn't own a hedgehog but he owns a dog. The dog that he liked had been adopted by someone else.,negation_affirmative,0,2,,,,,
2_dog_hedgehog_know_doubt_ref,I know that Noah owns a dog but I doubt that he owns a hedgehog. His dog follows him everywhere he goes.,know_doubt,1,1,,,,,
2_dog_hedgehog_know_doubt_ref,I know that Noah owns a dog but I doubt that he owns a hedgehog. His hedgehog follows him everywhere he goes.,know_doubt,0,1,,,,,
2_dog_hedgehog_know_doubt_nonref,I know that Noah owns a dog but I doubt that he owns a hedgehog. The hedgehog that he liked had been adopted by someone else.,know_doubt,1,1,,,,,
2_dog_hedgehog_know_doubt_nonref,I know that Noah owns a dog but I doubt that he owns a hedgehog. The dog that he liked had been adopted by someone else.,know_doubt,0,1,,,,,
2_dog_hedgehog_know_doubt_ref,I know that Noah owns a hedgehog but I doubt that he owns a dog. His hedgehog follows him everywhere he goes.,know_doubt,1,2,,,,,
2_dog_hedgehog_know_doubt_ref,I know that Noah owns a hedgehog but I doubt that he owns a dog. His dog follows him everywhere he goes.,know_doubt,0,2,,,,,
2_dog_hedgehog_know_doubt_nonref,I know that Noah owns a hedgehog but I doubt that he owns a dog. The dog that he liked had been adopted by someone else.,know_doubt,1,2,,,,,
2_dog_hedgehog_know_doubt_nonref,I know that Noah owns a hedgehog but I doubt that he owns a dog. The hedgehog that he liked had been adopted by someone else.,know_doubt,0,2,,,,,
2_dog_hedgehog_doubt_know_ref,I doubt that Noah owns a dog but I know that he owns a hedgehog. His hedgehog follows him everywhere he goes.,doubt_know,1,1,,,,,
2_dog_hedgehog_doubt_know_ref,I doubt that Noah owns a dog but I know that he owns a hedgehog. His dog follows him everywhere he goes.,doubt_know,0,1,,,,,
2_dog_hedgehog_doubt_know_nonref,I doubt that Noah owns a dog but I know that he owns a hedgehog. The dog that he liked had been adopted by someone else.,doubt_know,1,1,,,,,
2_dog_hedgehog_doubt_know_nonref,I doubt that Noah owns a dog but I know that he owns a hedgehog. The hedgehog that he liked had been adopted by someone else.,doubt_know,0,1,,,,,
2_dog_hedgehog_doubt_know_ref,I doubt that Noah owns a hedgehog but I know that he owns a dog. His dog follows him everywhere he goes.,doubt_know,1,2,,,,,
2_dog_hedgehog_doubt_know_ref,I doubt that Noah owns a hedgehog but I know that he owns a dog. His hedgehog follows him everywhere he goes.,doubt_know,0,2,,,,,
2_dog_hedgehog_doubt_know_nonref,I doubt that Noah owns a hedgehog but I know that he owns a dog. The hedgehog that he liked had been adopted by someone else.,doubt_know,1,2,,,,,
2_dog_hedgehog_doubt_know_nonref,I doubt that Noah owns a hedgehog but I know that he owns a dog. The dog that he liked had been adopted by someone else.,doubt_know,0,2,,,,,
2_dog_hedgehog_affirmative_modal_ref,Noah owns a dog but he wants to own a hedgehog. His dog follows him everywhere he goes.,affirmative_modal,1,1,,,,,
2_dog_hedgehog_affirmative_modal_ref,Noah owns a dog but he wants to own a hedgehog. His hedgehog follows him everywhere he goes.,affirmative_modal,0,1,,,,,
2_dog_hedgehog_affirmative_modal_nonref,Noah owns a dog but he wants to own a hedgehog. The hedgehog that he liked had been adopted by someone else.,affirmative_modal,1,1,,,,,
2_dog_hedgehog_affirmative_modal_nonref,Noah owns a dog but he wants to own a hedgehog. The dog that he liked had been adopted by someone else.,affirmative_modal,0,1,,,,,
2_dog_hedgehog_affirmative_modal_ref,Noah owns a hedgehog but he wants to own a dog. His hedgehog follows him everywhere he goes.,affirmative_modal,1,2,,,,,
2_dog_hedgehog_affirmative_modal_ref,Noah owns a hedgehog but he wants to own a dog. His dog follows him everywhere he goes.,affirmative_modal,0,2,,,,,
2_dog_hedgehog_affirmative_modal_nonref,Noah owns a hedgehog but he wants to own a dog. The dog that he liked had been adopted by someone else.,affirmative_modal,1,2,,,,,
2_dog_hedgehog_affirmative_modal_nonref,Noah owns a hedgehog but he wants to own a dog. The hedgehog that he liked had been adopted by someone else.,affirmative_modal,0,2,,,,,
2_dog_hedgehog_modal_affirmative_ref,Noah wants to own a dog but he owns a hedgehog. His hedgehog follows him everywhere he goes.,modal_affirmative,1,1,,,,,
2_dog_hedgehog_modal_affirmative_ref,Noah wants to own a dog but he owns a hedgehog. His dog follows him everywhere he goes.,modal_affirmative,0,1,,,,,
2_dog_hedgehog_modal_affirmative_nonref,Noah wants to own a dog but he owns a hedgehog. The dog that he liked had been adopted by someone else.,modal_affirmative,1,1,,,,,
2_dog_hedgehog_modal_affirmative_nonref,Noah wants to own a dog but he owns a hedgehog. The hedgehog that he liked had been adopted by someone else.,modal_affirmative,0,1,,,,,
2_dog_hedgehog_modal_affirmative_ref,Noah wants to own a hedgehog but he owns a dog. His dog follows him everywhere he goes.,modal_affirmative,1,2,,,,,
2_dog_hedgehog_modal_affirmative_ref,Noah wants to own a hedgehog but he owns a dog. His hedgehog follows him everywhere he goes.,modal_affirmative,0,2,,,,,
2_dog_hedgehog_modal_affirmative_nonref,Noah wants to own a hedgehog but he owns a dog. The hedgehog that he liked had been adopted by someone else.,modal_affirmative,1,2,,,,,
2_dog_hedgehog_modal_affirmative_nonref,Noah wants to own a hedgehog but he owns a dog. The dog that he liked had been adopted by someone else.,modal_affirmative,0,2,,,,,
2_dog_hedgehog_managed_failed_ref,Noah managed to adopt a dog but he failed to adopt a hedgehog. His dog follows him everywhere he goes.,managed_failed,1,1,,,,,
2_dog_hedgehog_managed_failed_ref,Noah managed to adopt a dog but he failed to adopt a hedgehog. His hedgehog follows him everywhere he goes.,managed_failed,0,1,,,,,
2_dog_hedgehog_managed_failed_nonref,Noah managed to adopt a dog but he failed to adopt a hedgehog. The hedgehog that he liked had been adopted by someone else.,managed_failed,1,1,,,,,
2_dog_hedgehog_managed_failed_nonref,Noah managed to adopt a dog but he failed to adopt a hedgehog. The dog that he liked had been adopted by someone else.,managed_failed,0,1,,,,,
2_dog_hedgehog_managed_failed_ref,Noah managed to adopt a hedgehog but he failed to adopt a dog. His hedgehog follows him everywhere he goes.,managed_failed,1,2,,,,,
2_dog_hedgehog_managed_failed_ref,Noah managed to adopt a hedgehog but he failed to adopt a dog. His dog follows him everywhere he goes.,managed_failed,0,2,,,,,
2_dog_hedgehog_managed_failed_nonref,Noah managed to adopt a hedgehog but he failed to adopt a dog. The dog that he liked had been adopted by someone else.,managed_failed,1,2,,,,,
2_dog_hedgehog_managed_failed_nonref,Noah managed to adopt a hedgehog but he failed to adopt a dog. The hedgehog that he liked had been adopted by someone else.,managed_failed,0,2,,,,,
2_dog_hedgehog_failed_managed_ref,Noah failed to adopt a dog but he managed to adopt a hedgehog. His hedgehog follows him everywhere he goes.,failed_managed,1,1,,,,,
2_dog_hedgehog_failed_managed_ref,Noah failed to adopt a dog but he managed to adopt a hedgehog. His dog follows him everywhere he goes.,failed_managed,0,1,,,,,
2_dog_hedgehog_failed_managed_nonref,Noah failed to adopt a dog but he managed to adopt a hedgehog. The dog that he liked had been adopted by someone else.,failed_managed,1,1,,,,,
2_dog_hedgehog_failed_managed_nonref,Noah failed to adopt a dog but he managed to adopt a hedgehog. The hedgehog that he liked had been adopted by someone else.,failed_managed,0,1,,,,,
2_dog_hedgehog_failed_managed_ref,Noah failed to adopt a hedgehog but he managed to adopt a dog. His dog follows him everywhere he goes.,failed_managed,1,2,,,,,
2_dog_hedgehog_failed_managed_ref,Noah failed to adopt a hedgehog but he managed to adopt a dog. His hedgehog follows him everywhere he goes.,failed_managed,0,2,,,,,
2_dog_hedgehog_failed_managed_nonref,Noah failed to adopt a hedgehog but he managed to adopt a dog. The hedgehog that he liked had been adopted by someone else.,failed_managed,1,2,,,,,
2_dog_hedgehog_failed_managed_nonref,Noah failed to adopt a hedgehog but he managed to adopt a dog. The dog that he liked had been adopted by someone else.,failed_managed,0,2,,,,,
3_dog_turtle_affirmative_negation_ref,Ethan owns a dog but he doesn't own a turtle. His dog follows him everywhere he goes.,affirmative_negation,1,1,,,,,
3_dog_turtle_affirmative_negation_ref,Ethan owns a dog but he doesn't own a turtle. His turtle follows him everywhere he goes.,affirmative_negation,0,1,,,,,
3_dog_turtle_affirmative_negation_nonref,Ethan owns a dog but he doesn't own a turtle. The turtle that he liked had been adopted by someone else.,affirmative_negation,1,1,,,,,
3_dog_turtle_affirmative_negation_nonref,Ethan owns a dog but he doesn't own a turtle. The dog that he liked had been adopted by someone else.,affirmative_negation,0,1,,,,,
3_dog_turtle_affirmative_negation_ref,Ethan owns a turtle but he doesn't own a dog. His turtle follows him everywhere he goes.,affirmative_negation,1,2,,,,,
3_dog_turtle_affirmative_negation_ref,Ethan owns a turtle but he doesn't own a dog. His dog follows him everywhere he goes.,affirmative_negation,0,2,,,,,
3_dog_turtle_affirmative_negation_nonref,Ethan owns a turtle but he doesn't own a dog. The dog that he liked had been adopted by someone else.,affirmative_negation,1,2,,,,,
3_dog_turtle_affirmative_negation_nonref,Ethan owns a turtle but he doesn't own a dog. The turtle that he liked had been adopted by someone else.,affirmative_negation,0,2,,,,,
3_dog_turtle_negation_affirmative_ref,Ethan doesn't own a dog but he owns a turtle. His turtle follows him everywhere he goes.,negation_affirmative,1,1,,,,,
3_dog_turtle_negation_affirmative_ref,Ethan doesn't own a dog but he owns a turtle. His dog follows him everywhere he goes.,negation_affirmative,0,1,,,,,
