id,sentence,type,pronoun,logprobs,continuation_log_prob,id_num,tokens
1_dog_managed,John managed to adopt a dog. It's not a big deal.,managed,subj,"[-10.726438522338867, -0.42341458797454834, -9.099029541015625, -1.3089958429336548, -4.29827880859375, -2.231076717376709, -3.2567598819732666, -3.0074257850646973, -0.008330951444804668, -2.620823860168457, -1.982944369316101, -2.6698577404022217, -1.3235989809036255, -1.7799988985061646]",-14.869741569273174,1,▁John|▁managed|▁to|▁adopt|▁a|▁dog|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
1_dog_failed,John failed to adopt a dog. It follows him everywhere he goes.,failed,it,"[-11.935735702514648, -0.457902729511261, -8.331998825073242, -1.8998602628707886, -6.055328369140625, -2.184844970703125, -3.87558650970459, -8.042553901672363, -3.4625542163848877, -3.063426971435547, -2.23292875289917, -0.03414877876639366, -1.2484098672866821]",-20.71119913086295,1,▁John|▁failed|▁to|▁adopt|▁a|▁dog|.|▁It|▁follows|▁him|▁everywhere|▁he|▁goes|.
1_dog_failed,John failed to adopt a dog. It's not a big deal.,failed,subj,"[-11.935735702514648, -0.457902729511261, -8.331998825073242, -1.8998602628707886, -6.055328369140625, -2.184844970703125, -3.87558650970459, -2.646960496902466, -0.011606430634856224, -2.030118942260742, -2.5840673446655273, -2.231205701828003, -0.25467249751091003, -1.3654720783233643]",-13.634217923507094,1,▁John|▁failed|▁to|▁adopt|▁a|▁dog|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
2_car_affirmative,Lucy has a car and it has a self-driving mode.,affirmative,it,"[-4.921878814697266, -2.5190391540527344, -7.012789726257324, -2.343965768814087, -3.948812246322632, -3.0027360916137695, -1.0064685344696045, -7.633734703063965, -0.25142279267311096, -1.844989538192749, -0.02852204255759716, -0.0007071378640830517, -1.759986162185669, -0.8230474591255188]",-19.47737924894318,2,▁Lucy|▁has|▁a|▁car|▁and|▁it|▁has|▁a|▁self|-|d|riv|ing|▁mode|.
2_car_affirmative,Lucy has a car and it's not a big deal.,affirmative,subj,"[-4.921878814697266, -2.5190391540527344, -7.012789726257324, -2.343965768814087, -3.948812246322632, -1.6081486940383911, -0.016521429643034935, -2.7688119411468506, -1.9177603721618652, -3.7861006259918213, -1.0076721906661987, -1.3172976970672607]",-15.053827499970794,2,▁Lucy|▁has|▁a|▁car|▁and|▁it|'|s|▁not|▁a|▁big|▁deal|.
2_car_negated,Lucy doesn't have a car and it has a self-driving mode.,negated,it,"[-7.212737083435059, -0.7302690744400024, -0.0008398343343287706, -2.294698476791382, -1.4118492603302002, -5.306108474731445, -2.1888561248779297, -3.691148042678833, -4.70145320892334, -2.706562042236328, -8.648643493652344, -0.32445046305656433, -2.6645233631134033, -0.17157576978206635, -0.0007634824141860008, -1.6118783950805664, -0.88816899061203]",-24.52099826093763,2,▁Lucy|▁doesn|'|t|▁have|▁a|▁car|▁and|▁it|▁has|▁a|▁self|-|d|riv|ing|▁mode|.
2_car_negated,Lucy doesn't have a car and it's not a big deal.,negated,subj,"[-7.212737083435059, -0.7302690744400024, -0.0008398343343287706, -2.294698476791382, -1.4118492603302002, -5.306108474731445, -2.1888561248779297, -3.691148042678833, -0.7349997162818909, -0.022249946370720863, -2.541398525238037, -2.6640400886535645, -3.084899425506592, -0.42956024408340454, -1.1611250638961792]",-13.168295988813043,2,▁Lucy|▁doesn|'|t|▁have|▁a|▁car|▁and|▁it|'|s|▁not|▁a|▁big|▁deal|.
2_car_know,I know that Lucy has a car. It has a self-driving mode.,know,it,"[-3.944467067718506, -2.1107535362243652, -10.588866233825684, -2.6948957443237305, -1.8788037300109863, -6.900849342346191, -2.137249708175659, -3.471660614013672, -3.7947702407836914, -1.41135573387146, -8.575693130493164, -0.20625047385692596, -2.3881168365478516, -0.0680590271949768, -0.0009216589969582856, -2.128704309463501, -1.247434377670288]",-22.0455320252222,2,▁I|▁know|▁that|▁Lucy|▁has|▁a|▁car|.|▁It|▁has|▁a|▁self|-|d|riv|ing|▁mode|.
2_car_know,I know that Lucy has a car. It's not a big deal.,know,subj,"[-3.944467067718506, -2.1107535362243652, -10.588866233825684, -2.6948957443237305, -1.8788037300109863, -6.900849342346191, -2.137249708175659, -3.471660614013672, -1.174849510192871, -0.026810061186552048, -2.4872984886169434, -1.5937851667404175, -2.300637722015381, -1.1330032348632812, -1.3144406080245972]",-12.188044797629118,2,▁I|▁know|▁that|▁Lucy|▁has|▁a|▁car|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
2_car_doubt,I doubt that Lucy has a car. It has a self-driving mode.,doubt,it,"[-7.048640251159668, -1.5054582357406616, -10.43266487121582, -3.3818864822387695, -2.554927349090576, -6.16995096206665, -1.3053207397460938, -3.5890350341796875, -4.896039962768555, -2.5567612648010254, -8.068716049194336, -0.32286080718040466, -3.517803192138672, -0.3591582477092743, -0.0009544108179397881, -1.9946359395980835, -1.9436774253845215]",-25.305964908387978,2,▁I|▁doubt|▁that|▁Lucy|▁has|▁a|▁car|.|▁It|▁has|▁a|▁self|-|d|riv|ing|▁mode|.
2_car_doubt,I doubt that Lucy has a car. It's not a big deal.,doubt,subj,"[-7.048640251159668, -1.5054582357406616, -10.43266487121582, -3.3818864822387695, -2.554927349090576, -6.16995096206665, -1.3053207397460938, -3.5890350341796875, -1.2694880962371826, -0.051384489983320236, -2.0559678077697754, -2.475177764892578, -2.1386845111846924, -0.5600962042808533, -1.568163275718689]",-12.13983390852809,2,▁I|▁doubt|▁that|▁Lucy|▁has|▁a|▁car|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
2_car_modal,Lucy wants to have a car and it has a self-driving mode.,modal,it,"[-8.276107788085938, -0.5310034155845642, -3.9928343296051025, -0.9733564257621765, -7.178384780883789, -2.9330151081085205, -4.605443000793457, -3.718616008758545, -2.338799476623535, -7.596643447875977, -0.4134618639945984, -1.1671661138534546, -0.009226187132298946, -0.000707971747033298, -1.9889813661575317, -0.8788509964942932]",-21.83904543693643,2,▁Lucy|▁wants|▁to|▁have|▁a|▁car|▁and|▁it|▁has|▁a|▁self|-|d|riv|ing|▁mode|.
2_car_modal,Lucy wants to have a car and it's not a big deal.,modal,subj,"[-8.276107788085938, -0.5310034155845642, -3.9928343296051025, -0.9733564257621765, -7.178384780883789, -2.9330151081085205, -4.605443000793457, -1.9406713247299194, -0.035871826112270355, -2.261323928833008, -2.4361391067504883, -2.5324947834014893, -0.4310503900051117, -1.3874948024749756]",-14.242994360625744,2,▁Lucy|▁wants|▁to|▁have|▁a|▁car|▁and|▁it|'|s|▁not|▁a|▁big|▁deal|.
2_car_managed,Lucy managed to rent a car. It has a self-driving mode.,managed,it,"[-10.20860767364502, -0.353534460067749, -8.810842514038086, -0.7861530184745789, -2.6280670166015625, -2.262017011642456, -2.949183225631714, -5.913341045379639, -1.7952690124511719, -7.574378967285156, -0.18067187070846558, -2.1655166149139404, -0.038901396095752716, -0.001335086883045733, -1.7553012371063232, -1.742692470550537]",-22.37389845645521,2,▁Lucy|▁managed|▁to|▁rent|▁a|▁car|.|▁It|▁has|▁a|▁self|-|d|riv|ing|▁mode|.
2_car_managed,Lucy managed to rent a car. It's not a big deal.,managed,subj,"[-10.20860767364502, -0.353534460067749, -8.810842514038086, -0.7861530184745789, -2.6280670166015625, -2.262017011642456, -2.949183225631714, -3.372758388519287, -0.017940040677785873, -2.4702048301696777, -1.8994442224502563, -2.2098145484924316, -1.085413932800293, -1.9466102123260498]",-14.004759188741446,2,▁Lucy|▁managed|▁to|▁rent|▁a|▁car|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
2_car_failed,Lucy failed to rent a car. It has a self-driving mode.,failed,it,"[-10.583352088928223, -0.5570380687713623, -10.119625091552734, -1.672473669052124, -1.6721272468566895, -2.086787700653076, -3.798910140991211, -5.00845193862915, -2.7596664428710938, -7.181968688964844, -0.2445959597826004, -2.782473564147949, -0.07057762145996094, -0.0010749283246695995, -1.8079273700714111, -1.86274254322052]",-23.65564665524289,2,▁Lucy|▁failed|▁to|▁rent|▁a|▁car|.|▁It|▁has|▁a|▁self|-|d|riv|ing|▁mode|.
2_car_failed,Lucy failed to rent a car. It's not a big deal.,failed,subj,"[-10.583352088928223, -0.5570380687713623, -10.119625091552734, -1.672473669052124, -1.6721272468566895, -2.086787700653076, -3.798910140991211, -2.680175304412842, -0.0221833735704422, -2.0728087425231934, -2.4233527183532715, -1.3592180013656616, -0.1029311791062355, -1.6899895668029785]",-12.459579460322857,2,▁Lucy|▁failed|▁to|▁rent|▁a|▁car|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
3_bear_affirmative,Carol saw a bear at the zoo and it was taller than she expected.,affirmative,it,"[-10.161787986755371, -2.152733325958252, -6.417352676391602, -3.7754783630371094, -0.8410720825195312, -2.85404372215271, -2.2278342247009277, -3.0897457599639893, -0.8835514187812805, -6.974411964416504, -1.5323905944824219, -0.07011506706476212, -1.7200093269348145, -5.866928577423096, -0.6206574440002441]",-20.137152709066868,3,▁Carol|▁saw|▁a|▁bear|▁at|▁the|▁zoo|▁and|▁it|▁was|▁t|aller|▁than|▁she|▁expected|.
3_bear_affirmative,Carol saw a bear at the zoo and it's not a big deal.,affirmative,subj,"[-10.161787986755371, -2.152733325958252, -6.417352676391602, -3.7754783630371094, -0.8410720825195312, -2.85404372215271, -2.2278342247009277, -3.0897457599639893, -4.036403656005859, -0.006177498027682304, -3.233017683029175, -2.4545443058013916, -3.2850611209869385, -0.3661400079727173, -0.9023593664169312]",-16.471090031787753,3,▁Carol|▁saw|▁a|▁bear|▁at|▁the|▁zoo|▁and|▁it|'|s|▁not|▁a|▁big|▁deal|.
3_bear_negated,Carol didn't see a bear at the zoo and it was taller than she expected.,negated,it,"[-9.101689338684082, -0.5933617353439331, -0.00012039413559250534, -4.021775245666504, -3.364647626876831, -7.0162434577941895, -3.222033977508545, -2.559427261352539, -3.3687286376953125, -3.7568929195404053, -3.5815587043762207, -1.2353285551071167, -7.225020408630371, -3.7587778568267822, -0.11292701959609985, -1.9502547979354858, -3.1630330085754395, -0.6459389925003052]",-21.026900351047516,3,▁Carol|▁didn|'|t|▁see|▁a|▁bear|▁at|▁the|▁zoo|▁and|▁it|▁was|▁t|aller|▁than|▁she|▁expected|.
3_bear_negated,Carol didn't see a bear at the zoo and it's not a big deal.,negated,subj,"[-9.101689338684082, -0.5933617353439331, -0.00012039413559250534, -4.021775245666504, -3.364647626876831, -7.0162434577941895, -3.222033977508545, -2.559427261352539, -3.3687286376953125, -3.7568929195404053, -3.5815587043762207, -1.9188231229782104, -0.011570372618734837, -1.8411834239959717, -2.7331936359405518, -3.031980037689209, -0.2618011236190796, -0.9560888409614563]",-13.380110421217978,3,▁Carol|▁didn|'|t|▁see|▁a|▁bear|▁at|▁the|▁zoo|▁and|▁it|'|s|▁not|▁a|▁big|▁deal|.
3_bear_know,I know that Carol saw a bear at the zoo. It was taller than she expected.,know,it,"[-3.944467067718506, -2.1107535362243652, -10.543850898742676, -7.463283538818359, -2.7825746536254883, -5.492818355560303, -3.1917457580566406, -1.0913349390029907, -4.600896835327148, -2.0408976078033447, -3.4757094383239746, -0.8047937154769897, -7.287140846252441, -2.5535621643066406, -0.049960751086473465, -1.5801359415054321, -7.7351226806640625, -1.1214628219604492]",-23.486425537616014,3,▁I|▁know|▁that|▁Carol|▁saw|▁a|▁bear|▁at|▁the|▁zoo|.|▁It|▁was|▁t|aller|▁than|▁she|▁expected|.
3_bear_know,I know that Carol saw a bear at the zoo. It's not a big deal.,know,subj,"[-3.944467067718506, -2.1107535362243652, -10.543850898742676, -7.463283538818359, -2.7825746536254883, -5.492818355560303, -3.1917457580566406, -1.0913349390029907, -4.600896835327148, -2.0408976078033447, -3.4757094383239746, -2.379424571990967, -0.009129210375249386, -2.3498072624206543, -2.0604052543640137, -2.1984753608703613, -0.31843501329421997, -1.1120259761810303]",-12.79138611163944,3,▁I|▁know|▁that|▁Carol|▁saw|▁a|▁bear|▁at|▁the|▁zoo|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
3_bear_doubt,I doubt that Carol saw a bear at the zoo. It was taller than she expected.,doubt,it,"[-7.048640251159668, -1.5054582357406616, -10.946512222290039, -6.924854755401611, -3.383606433868408, -6.621553421020508, -2.930971145629883, -2.128525733947754, -3.754879951477051, -1.0733977556228638, -3.372572422027588, -1.421951174736023, -8.220831871032715, -3.764279842376709, -0.20789575576782227, -1.7439815998077393, -5.862941741943359, -1.331781029701233]",-24.594454407691956,3,▁I|▁doubt|▁that|▁Carol|▁saw|▁a|▁bear|▁at|▁the|▁zoo|.|▁It|▁was|▁t|aller|▁than|▁she|▁expected|.
3_bear_doubt,I doubt that Carol saw a bear at the zoo. It's not a big deal.,doubt,subj,"[-7.048640251159668, -1.5054582357406616, -10.946512222290039, -6.924854755401611, -3.383606433868408, -6.621553421020508, -2.930971145629883, -2.128525733947754, -3.754879951477051, -1.0733977556228638, -3.372572422027588, -1.8531187772750854, -0.007027314510196447, -2.5546154975891113, -2.5642194747924805, -2.9583487510681152, -1.4182697534561157, -1.5679227113723755]",-14.728171990718693,3,▁I|▁doubt|▁that|▁Carol|▁saw|▁a|▁bear|▁at|▁the|▁zoo|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
3_bear_modal,Carol wants to see a bear at the zoo and it was taller than she expected.,modal,it,"[-8.906930923461914, -0.39109933376312256, -3.649127960205078, -2.783686637878418, -7.269905090332031, -4.110694408416748, -0.7769678235054016, -0.6012696027755737, -2.445094585418701, -4.46834659576416, -4.478579044342041, -8.295660018920898, -4.769254684448242, -0.0757509246468544, -2.115751266479492, -2.7785286903381348, -0.5360461473464966]",-26.981871224939823,3,▁Carol|▁wants|▁to|▁see|▁a|▁bear|▁at|▁the|▁zoo|▁and|▁it|▁was|▁t|aller|▁than|▁she|▁expected|.
3_bear_modal,Carol wants to see a bear at the zoo and it's not a big deal.,modal,subj,"[-8.906930923461914, -0.39109933376312256, -3.649127960205078, -2.783686637878418, -7.269905090332031, -4.110694408416748, -0.7769678235054016, -0.6012696027755737, -2.445094585418701, -4.46834659576416, -1.6785796880722046, -0.008191914297640324, -2.906493902206421, -2.728013038635254, -3.6758766174316406, -0.4720252454280853, -1.1652499437332153]",-15.937527001835406,3,▁Carol|▁wants|▁to|▁see|▁a|▁bear|▁at|▁the|▁zoo|▁and|▁it|'|s|▁not|▁a|▁big|▁deal|.
3_bear_managed,Carol managed to see a bear at the zoo. It was taller than she expected.,managed,it,"[-10.511140823364258, -0.2621561288833618, -5.208041191101074, -2.637774705886841, -6.4662556648254395, -3.4573171138763428, -1.464274525642395, -2.8032639026641846, -1.4994608163833618, -3.0353446006774902, -0.40273481607437134, -7.248490333557129, -3.748690605163574, -0.06315415352582932, -1.8256793022155762, -4.26420259475708, -1.2974257469177246]",-20.58829640597105,3,▁Carol|▁managed|▁to|▁see|▁a|▁bear|▁at|▁the|▁zoo|.|▁It|▁was|▁t|aller|▁than|▁she|▁expected|.
3_bear_managed,Carol managed to see a bear at the zoo. It's not a big deal.,managed,subj,"[-10.511140823364258, -0.2621561288833618, -5.208041191101074, -2.637774705886841, -6.4662556648254395, -3.4573171138763428, -1.464274525642395, -2.8032639026641846, -1.4994608163833618, -3.0353446006774902, -3.163029670715332, -0.005819046404212713, -2.339175224304199, -2.2122182846069336, -2.193619728088379, -0.9981827735900879, -1.8754010200500488]",-13.947389328386635,3,▁Carol|▁managed|▁to|▁see|▁a|▁bear|▁at|▁the|▁zoo|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
3_bear_failed,Carol failed to see a bear at the zoo. It was taller than she expected.,failed,it,"[-12.992321968078613, -0.3744361996650696, -4.019771575927734, -3.4849557876586914, -6.657953262329102, -3.602123737335205, -1.5342506170272827, -2.2974188327789307, -1.3044084310531616, -3.62538743019104, -0.825200617313385, -6.641452789306641, -4.094245910644531, -0.07312468439340591, -1.9764169454574585, -3.522162437438965, -1.0011757612228394]",-20.757990814745426,3,▁Carol|▁failed|▁to|▁see|▁a|▁bear|▁at|▁the|▁zoo|.|▁It|▁was|▁t|aller|▁than|▁she|▁expected|.
3_bear_failed,Carol failed to see a bear at the zoo. It's not a big deal.,failed,subj,"[-12.992321968078613, -0.3744361996650696, -4.019771575927734, -3.4849557876586914, -6.657953262329102, -3.602123737335205, -1.5342506170272827, -2.2974188327789307, -1.3044084310531616, -3.62538743019104, -2.7495369911193848, -0.010803189128637314, -2.1513752937316895, -2.492635726928711, -1.7851084470748901, -0.15257389843463898, -1.1778885126113892]",-12.967420976608992,3,▁Carol|▁failed|▁to|▁see|▁a|▁bear|▁at|▁the|▁zoo|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
4_book_affirmative,Susan published a book and it is a real page-turner.,affirmative,it,"[-10.592475891113281, -1.2781668901443481, -1.5442501306533813, -4.491847038269043, -4.385127067565918, -2.3952817916870117, -2.3042409420013428, -4.327638626098633, -1.3791584968566895, -1.220126986503601, -0.012611635960638523, -0.007511703763157129, -0.528328001499176]",-16.03169725043699,4,▁Susan|▁published|▁a|▁book|▁and|▁it|▁is|▁a|▁real|▁page|-|turn|er|.
4_book_affirmative,Susan published a book and it's not a big deal.,affirmative,subj,"[-10.592475891113281, -1.2781668901443481, -1.5442501306533813, -4.491847038269043, -4.385127067565918, -3.0848617553710938, -0.004698901902884245, -3.9250056743621826, -2.3435404300689697, -4.900381565093994, -1.2334437370300293, -0.9019219875335693]",-19.87705913139507,4,▁Susan|▁published|▁a|▁book|▁and|▁it|'|s|▁not|▁a|▁big|▁deal|.
4_book_negated,Susan didn't publish a book and it is a real page-turner.,negated,it,"[-8.483009338378906, -0.616300642490387, -0.0002489972102921456, -9.009550094604492, -2.3043887615203857, -1.4495190382003784, -4.232203960418701, -4.136384010314941, -2.9637527465820312, -2.244900941848755, -3.6271708011627197, -6.748712539672852, -1.1780551671981812, -0.010953654535114765, -0.009300478734076023, -0.5792270302772522]",-20.91923034004867,4,▁Susan|▁didn|'|t|▁publish|▁a|▁book|▁and|▁it|▁is|▁a|▁real|▁page|-|turn|er|.
4_book_negated,Susan didn't publish a book and it's not a big deal.,negated,subj,"[-8.483009338378906, -0.616300642490387, -0.0002489972102921456, -9.009550094604492, -2.3043887615203857, -1.4495190382003784, -4.232203960418701, -4.136384010314941, -1.6786948442459106, -0.014354068785905838, -1.9959280490875244, -2.9828577041625977, -3.6596949100494385, -0.5201757550239563, -0.7954567670822144]",-14.988089341670275,4,▁Susan|▁didn|'|t|▁publish|▁a|▁book|▁and|▁it|'|s|▁not|▁a|▁big|▁deal|.
4_book_know,I know that Susan published a book. It is a real page-turner.,know,it,"[-3.944467067718506, -2.1107535362243652, -10.517472267150879, -12.150459289550781, -1.2340601682662964, -1.1757935285568237, -3.8723669052124023, -2.845261812210083, -1.9254339933395386, -1.9555186033248901, -5.6165924072265625, -2.613816499710083, -1.0249079465866089, -0.010990441776812077, -0.0068922401405870914, -1.0482944250106812]",-15.999413944315165,4,▁I|▁know|▁that|▁Susan|▁published|▁a|▁book|.|▁It|▁is|▁a|▁real|▁page|-|turn|er|.
4_book_know,I know that Susan published a book. It's not a big deal.,know,subj,"[-3.944467067718506, -2.1107535362243652, -10.517472267150879, -12.150459289550781, -1.2340601682662964, -1.1757935285568237, -3.8723669052124023, -2.845261812210083, -1.776096224784851, -0.007306876126676798, -3.4033491611480713, -1.9753100872039795, -3.9105870723724365, -1.169377088546753, -1.3409135341644287]",-15.087288322392851,4,▁I|▁know|▁that|▁Susan|▁published|▁a|▁book|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
4_book_doubt,I doubt that Susan published a book. It is a real page-turner.,doubt,it,"[-7.048640251159668, -1.5054582357406616, -10.974268913269043, -12.43596076965332, -2.3445868492126465, -1.7247108221054077, -2.65079927444458, -3.4432268142700195, -1.9919066429138184, -2.4466538429260254, -5.0196733474731445, -5.645353317260742, -1.1959655284881592, -0.015484701842069626, -0.007771613076329231, -1.2444342374801636]",-19.766035808250308,4,▁I|▁doubt|▁that|▁Susan|▁published|▁a|▁book|.|▁It|▁is|▁a|▁real|▁page|-|turn|er|.
4_book_doubt,I doubt that Susan published a book. It's not a big deal.,doubt,subj,"[-7.048640251159668, -1.5054582357406616, -10.974268913269043, -12.43596076965332, -2.3445868492126465, -1.7247108221054077, -2.65079927444458, -3.4432268142700195, -2.083737850189209, -0.016762712970376015, -2.1797783374786377, -2.699923515319824, -3.315795660018921, -0.5475193858146667, -1.5522042512893677]",-14.286744276061654,4,▁I|▁doubt|▁that|▁Susan|▁published|▁a|▁book|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
4_book_modal,Susan wants to publish a book and it is a real page-turner.,modal,it,"[-8.970831871032715, -0.44802844524383545, -7.073812484741211, -1.6034423112869263, -1.0870318412780762, -2.9558868408203125, -4.919628143310547, -1.8957116603851318, -2.371837615966797, -4.553328514099121, -3.638272285461426, -0.9852975606918335, -0.013454945757985115, -0.01105682086199522, -0.6170790195465088]",-18.388587546534836,4,▁Susan|▁wants|▁to|▁publish|▁a|▁book|▁and|▁it|▁is|▁a|▁real|▁page|-|turn|er|.
4_book_modal,Susan wants to publish a book and it's not a big deal.,modal,subj,"[-8.970831871032715, -0.44802844524383545, -7.073812484741211, -1.6034423112869263, -1.0870318412780762, -2.9558868408203125, -4.919628143310547, -2.131946325302124, -0.01894404925405979, -2.7925357818603516, -2.580409049987793, -4.434713363647461, -0.6036502122879028, -1.2582197189331055]",-17.48182692565024,4,▁Susan|▁wants|▁to|▁publish|▁a|▁book|▁and|▁it|'|s|▁not|▁a|▁big|▁deal|.
4_book_managed,Susan managed to write a book. It is a real page-turner.,managed,it,"[-9.531670570373535, -0.5911291241645813, -5.356014728546143, -1.524288535118103, -2.020664930343628, -2.7999229431152344, -2.9730076789855957, -2.0516128540039062, -1.5004442930221558, -5.221900939941406, -1.9393627643585205, -0.8680098652839661, -0.012157151475548744, -0.006795273628085852, -1.4156841039657593]",-14.573290820699185,4,▁Susan|▁managed|▁to|▁write|▁a|▁book|.|▁It|▁is|▁a|▁real|▁page|-|turn|er|.
