id,sentence,type,expected,order,logprobs,continuation_log_prob,critical_token_idx,id_num,tokens
1_dog_negation_affirmative_nonref,John doesn't own a dog but he owns a cat. The dog that he liked had been adopted by someone else.,negation_affirmative,1,1,"[-9.52564811706543, -0.919522225856781, -0.00036459474358707666, -5.940256118774414, -1.200070858001709, -4.347689628601074, -3.0957908630371094, -1.344103217124939, -4.876694202423096, -0.00684760557487607, -0.5041565895080566, -1.6416009664535522, -0.9636945724487305, -3.031233787536621, -2.7734620571136475, -4.674317836761475, -1.8603068590164185, -7.944000244140625, -4.258278846740723, -1.895371437072754, -3.6831679344177246, -0.37615689635276794, -1.5542081594467163, -0.13991108536720276, -0.3338090181350708]",-32.524224162101746,13,1,▁John|▁doesn|'|t|▁own|▁a|▁dog|▁but|▁he|▁own|s|▁a|▁cat|.|▁The|▁dog|▁that|▁he|▁liked|▁had|▁been|▁adopted|▁by|▁someone|▁else|.
1_dog_negation_affirmative_nonref,John doesn't own a dog but he owns a cat. The cat that he liked had been adopted by someone else.,negation_affirmative,0,1,"[-9.52564811706543, -0.919522225856781, -0.00036459474358707666, -5.940256118774414, -1.200070858001709, -4.347689628601074, -3.0957908630371094, -1.344103217124939, -4.876694202423096, -0.00684760557487607, -0.5041565895080566, -1.6416009664535522, -0.9636945724487305, -3.031233787536621, -0.5294874310493469, -5.909707069396973, -1.3031224012374878, -9.271869659423828, -5.3028178215026855, -2.393346071243286, -4.2429094314575195, -0.4161908030509949, -1.7787840366363525, -0.22520612180233002, -0.47668004035949707]",-34.88135467469692,13,1,▁John|▁doesn|'|t|▁own|▁a|▁dog|▁but|▁he|▁own|s|▁a|▁cat|.|▁The|▁cat|▁that|▁he|▁liked|▁had|▁been|▁adopted|▁by|▁someone|▁else|.
1_dog_negation_affirmative_ref,John doesn't own a cat but he owns a dog. His dog follows him everywhere he goes.,negation_affirmative,1,2,"[-9.52564811706543, -0.919522225856781, -0.00036459474358707666, -5.940256118774414, -1.200070858001709, -5.777983665466309, -3.237900733947754, -1.3031063079833984, -4.9091410636901855, -0.007335750851780176, -0.4560796916484833, -1.5899792909622192, -1.0114096403121948, -3.670341968536377, -0.9190728068351746, -7.552361488342285, -0.1321745067834854, -0.8370758295059204, -1.6124533414840698, -0.01282856147736311, -0.46136075258255005]",-15.197669255547225,13,1,▁John|▁doesn|'|t|▁own|▁a|▁cat|▁but|▁he|▁own|s|▁a|▁dog|.|▁His|▁dog|▁follows|▁him|▁everywhere|▁he|▁goes|.
1_dog_negation_affirmative_ref,John doesn't own a cat but he owns a dog. His cat follows him everywhere he goes.,negation_affirmative,0,2,"[-9.52564811706543, -0.919522225856781, -0.00036459474358707666, -5.940256118774414, -1.200070858001709, -5.777983665466309, -3.237900733947754, -1.3031063079833984, -4.9091410636901855, -0.007335750851780176, -0.4560796916484833, -1.5899792909622192, -1.0114096403121948, -3.670341968536377, -3.4090688228607178, -7.903830528259277, -0.29334044456481934, -1.304936170578003, -2.1392035484313965, -0.018026800826191902, -0.5667504668235779]",-19.30549875088036,13,1,▁John|▁doesn|'|t|▁own|▁a|▁cat|▁but|▁he|▁own|s|▁a|▁dog|.|▁His|▁cat|▁follows|▁him|▁everywhere|▁he|▁goes|.
1_dog_negation_affirmative_nonref,John doesn't own a cat but he owns a dog. The cat that he liked had been adopted by someone else.,negation_affirmative,1,2,"[-9.52564811706543, -0.919522225856781, -0.00036459474358707666, -5.940256118774414, -1.200070858001709, -5.777983665466309, -3.237900733947754, -1.3031063079833984, -4.9091410636901855, -0.007335750851780176, -0.4560796916484833, -1.5899792909622192, -1.0114096403121948, -3.060056209564209, -2.8231492042541504, -4.457543849945068, -1.7997252941131592, -7.9413862228393555, -4.216857433319092, -1.8208836317062378, -3.327676296234131, -0.3537377715110779, -1.4894477128982544, -0.13620492815971375, -0.3755965530872345]",-31.802265107631683,13,1,▁John|▁doesn|'|t|▁own|▁a|▁cat|▁but|▁he|▁own|s|▁a|▁dog|.|▁The|▁cat|▁that|▁he|▁liked|▁had|▁been|▁adopted|▁by|▁someone|▁else|.
1_dog_negation_affirmative_nonref,John doesn't own a cat but he owns a dog. The dog that he liked had been adopted by someone else.,negation_affirmative,0,2,"[-9.52564811706543, -0.919522225856781, -0.00036459474358707666, -5.940256118774414, -1.200070858001709, -5.777983665466309, -3.237900733947754, -1.3031063079833984, -4.9091410636901855, -0.007335750851780176, -0.4560796916484833, -1.5899792909622192, -1.0114096403121948, -3.060056209564209, -0.7067379355430603, -5.555690765380859, -1.1324607133865356, -9.481721878051758, -5.297414779663086, -2.3075475692749023, -4.439619541168213, -0.4860721528530121, -1.710895299911499, -0.2041328251361847, -0.4530436396598816]",-34.8353933095932,13,1,▁John|▁doesn|'|t|▁own|▁a|▁cat|▁but|▁he|▁own|s|▁a|▁dog|.|▁The|▁dog|▁that|▁he|▁liked|▁had|▁been|▁adopted|▁by|▁someone|▁else|.
1_dog_know_doubt_ref,I know that John owns a dog but I doubt that he owns a cat. His dog follows him everywhere he goes.,know_doubt,1,1,"[-4.491087913513184, -1.9560986757278442, -7.9470977783203125, -9.490756034851074, -0.0050466060638427734, -1.1087535619735718, -4.174406051635742, -4.075201988220215, -0.928777277469635, -5.9565815925598145, -1.0113458633422852, -0.87062668800354, -1.8933618068695068, -0.014490841887891293, -0.29111015796661377, -0.7062382698059082, -0.3651844263076782, -5.098564147949219, -2.0570390224456787, -6.996530532836914, -0.09786008298397064, -0.6081126928329468, -1.7274889945983887, -0.01101484801620245, -0.35940536856651306]",-16.956015690229833,17,1,▁I|▁know|▁that|▁John|▁own|s|▁a|▁dog|▁but|▁I|▁doubt|▁that|▁he|▁own|s|▁a|▁cat|.|▁His|▁dog|▁follows|▁him|▁everywhere|▁he|▁goes|.
1_dog_know_doubt_ref,I know that John owns a dog but I doubt that he owns a cat. His cat follows him everywhere he goes.,know_doubt,0,1,"[-4.491087913513184, -1.9560986757278442, -7.9470977783203125, -9.490756034851074, -0.0050466060638427734, -1.1087535619735718, -4.174406051635742, -4.075201988220215, -0.928777277469635, -5.9565815925598145, -1.0113458633422852, -0.87062668800354, -1.8933618068695068, -0.014490841887891293, -0.29111015796661377, -0.7062382698059082, -0.3651844263076782, -5.098564147949219, -2.684140920639038, -9.099065780639648, -0.12626391649246216, -0.8513458371162415, -2.008096933364868, -0.013609481044113636, -0.32274550199508667]",-20.203832519240677,17,1,▁I|▁know|▁that|▁John|▁own|s|▁a|▁dog|▁but|▁I|▁doubt|▁that|▁he|▁own|s|▁a|▁cat|.|▁His|▁cat|▁follows|▁him|▁everywhere|▁he|▁goes|.
1_dog_know_doubt_nonref,I know that John owns a dog but I doubt that he owns a cat. The cat that he liked had been adopted by someone else.,know_doubt,1,1,"[-4.491087913513184, -1.9560986757278442, -7.9470977783203125, -9.490756034851074, -0.0050466060638427734, -1.1087535619735718, -4.174406051635742, -4.075201988220215, -0.928777277469635, -5.9565815925598145, -1.0113458633422852, -0.87062668800354, -1.8933618068695068, -0.014490841887891293, -0.29111015796661377, -0.7062382698059082, -0.3651844263076782, -3.488985776901245, -3.0084292888641357, -3.6117382049560547, -1.9150383472442627, -10.373982429504395, -4.010384559631348, -2.019293785095215, -4.61912202835083, -0.3079424202442169, -1.5299315452575684, -0.09098798781633377, -0.3525121808052063]",-35.32834855467081,17,1,▁I|▁know|▁that|▁John|▁own|s|▁a|▁dog|▁but|▁I|▁doubt|▁that|▁he|▁own|s|▁a|▁cat|.|▁The|▁cat|▁that|▁he|▁liked|▁had|▁been|▁adopted|▁by|▁someone|▁else|.
1_dog_know_doubt_nonref,I know that John owns a dog but I doubt that he owns a cat. The dog that he liked had been adopted by someone else.,know_doubt,0,1,"[-4.491087913513184, -1.9560986757278442, -7.9470977783203125, -9.490756034851074, -0.0050466060638427734, -1.1087535619735718, -4.174406051635742, -4.075201988220215, -0.928777277469635, -5.9565815925598145, -1.0113458633422852, -0.87062668800354, -1.8933618068695068, -0.014490841887891293, -0.29111015796661377, -0.7062382698059082, -0.3651844263076782, -3.488985776901245, -2.377697706222534, -4.115289688110352, -1.6553107500076294, -11.196927070617676, -4.056766986846924, -2.018588066101074, -5.1437530517578125, -0.4082537293434143, -1.6626759767532349, -0.12436173111200333, -0.3735705316066742]",-36.62218106538057,17,1,▁I|▁know|▁that|▁John|▁own|s|▁a|▁dog|▁but|▁I|▁doubt|▁that|▁he|▁own|s|▁a|▁cat|.|▁The|▁dog|▁that|▁he|▁liked|▁had|▁been|▁adopted|▁by|▁someone|▁else|.
1_dog_know_doubt_ref,I know that John owns a cat but I doubt that he owns a dog. His cat follows him everywhere he goes.,know_doubt,1,2,"[-4.491087913513184, -1.9560986757278442, -7.9470977783203125, -9.490756034851074, -0.0050466060638427734, -1.1087535619735718, -5.527227401733398, -4.321048259735107, -0.993421733379364, -5.649995803833008, -1.0347962379455566, -0.9106355905532837, -1.7321478128433228, -0.018647950142621994, -0.32619819045066833, -0.7247413396835327, -0.3819931745529175, -5.025086402893066, -2.418442964553833, -7.811221599578857, -0.06330253928899765, -0.6889373660087585, -1.9352418184280396, -0.012126060202717781, -0.33320507407188416]",-18.287563825026155,17,1,▁I|▁know|▁that|▁John|▁own|s|▁a|▁cat|▁but|▁I|▁doubt|▁that|▁he|▁own|s|▁a|▁dog|.|▁His|▁cat|▁follows|▁him|▁everywhere|▁he|▁goes|.
1_dog_know_doubt_ref,I know that John owns a cat but I doubt that he owns a dog. His dog follows him everywhere he goes.,know_doubt,0,2,"[-4.491087913513184, -1.9560986757278442, -7.9470977783203125, -9.490756034851074, -0.0050466060638427734, -1.1087535619735718, -5.527227401733398, -4.321048259735107, -0.993421733379364, -5.649995803833008, -1.0347962379455566, -0.9106355905532837, -1.7321478128433228, -0.018647950142621994, -0.32619819045066833, -0.7247413396835327, -0.3819931745529175, -5.025086402893066, -2.4852888584136963, -8.268522262573242, -0.13780663907527924, -0.8503468036651611, -1.8800379037857056, -0.013714490458369255, -0.28420698642730713]",-18.945010347291827,17,1,▁I|▁know|▁that|▁John|▁own|s|▁a|▁cat|▁but|▁I|▁doubt|▁that|▁he|▁own|s|▁a|▁dog|.|▁His|▁dog|▁follows|▁him|▁everywhere|▁he|▁goes|.
1_dog_know_doubt_nonref,I know that John owns a cat but I doubt that he owns a dog. The dog that he liked had been adopted by someone else.,know_doubt,1,2,"[-4.491087913513184, -1.9560986757278442, -7.9470977783203125, -9.490756034851074, -0.0050466060638427734, -1.1087535619735718, -5.527227401733398, -4.321048259735107, -0.993421733379364, -5.649995803833008, -1.0347962379455566, -0.9106355905532837, -1.7321478128433228, -0.018647950142621994, -0.32619819045066833, -0.7247413396835327, -0.3819931745529175, -3.5912342071533203, -2.7200074195861816, -3.4404215812683105, -1.52101731300354, -9.913188934326172, -4.013116359710693, -1.9940210580825806, -4.9305524826049805, -0.34007343649864197, -1.5302989482879639, -0.08335011452436447, -0.3189362585544586]",-34.39621811360121,17,1,▁I|▁know|▁that|▁John|▁own|s|▁a|▁cat|▁but|▁I|▁doubt|▁that|▁he|▁own|s|▁a|▁dog|.|▁The|▁dog|▁that|▁he|▁liked|▁had|▁been|▁adopted|▁by|▁someone|▁else|.
1_dog_know_doubt_nonref,I know that John owns a cat but I doubt that he owns a dog. The cat that he liked had been adopted by someone else.,know_doubt,0,2,"[-4.491087913513184, -1.9560986757278442, -7.9470977783203125, -9.490756034851074, -0.0050466060638427734, -1.1087535619735718, -5.527227401733398, -4.321048259735107, -0.993421733379364, -5.649995803833008, -1.0347962379455566, -0.9106355905532837, -1.7321478128433228, -0.018647950142621994, -0.32619819045066833, -0.7247413396835327, -0.3819931745529175, -3.5912342071533203, -2.8263134956359863, -4.371155261993408, -1.4457497596740723, -11.431626319885254, -4.03001070022583, -2.117189407348633, -4.81809663772583, -0.37049028277397156, -1.6305351257324219, -0.12454477697610855, -0.4119531512260437]",-37.16889912635088,17,1,▁I|▁know|▁that|▁John|▁own|s|▁a|▁cat|▁but|▁I|▁doubt|▁that|▁he|▁own|s|▁a|▁dog|.|▁The|▁cat|▁that|▁he|▁liked|▁had|▁been|▁adopted|▁by|▁someone|▁else|.
1_dog_doubt_know_ref,I doubt that John owns a dog but I know that he owns a cat. His cat follows him everywhere he goes.,doubt_know,1,1,"[-6.9566755294799805, -1.6479328870773315, -7.920249938964844, -10.74164867401123, -0.011446635238826275, -1.218193769454956, -4.729825019836426, -4.621160984039307, -1.6933979988098145, -3.3454387187957764, -0.9626118540763855, -0.8762891888618469, -3.022477149963379, -0.004052997566759586, -0.3364677131175995, -1.1696223020553589, -0.5184860825538635, -4.321816444396973, -1.0183497667312622, -8.1111421585083, -0.0819878876209259, -0.7394118905067444, -1.8259459733963013, -0.01149141788482666, -0.4613443613052368]",-16.57148990035057,17,1,▁I|▁doubt|▁that|▁John|▁own|s|▁a|▁dog|▁but|▁I|▁know|▁that|▁he|▁own|s|▁a|▁cat|.|▁His|▁cat|▁follows|▁him|▁everywhere|▁he|▁goes|.
1_dog_doubt_know_ref,I doubt that John owns a dog but I know that he owns a cat. His dog follows him everywhere he goes.,doubt_know,0,1,"[-6.9566755294799805, -1.6479328870773315, -7.920249938964844, -10.74164867401123, -0.011446635238826275, -1.218193769454956, -4.729825019836426, -4.621160984039307, -1.6933979988098145, -3.3454387187957764, -0.9626118540763855, -0.8762891888618469, -3.022477149963379, -0.004052997566759586, -0.3364677131175995, -1.1696223020553589, -0.5184860825538635, -4.321816444396973, -2.8234806060791016, -7.323843955993652, -0.25277939438819885, -0.8540098071098328, -2.1618540287017822, -0.01414981484413147, -0.4942050278186798]",-18.24613907933235,17,1,▁I|▁doubt|▁that|▁John|▁own|s|▁a|▁dog|▁but|▁I|▁know|▁that|▁he|▁own|s|▁a|▁cat|.|▁His|▁dog|▁follows|▁him|▁everywhere|▁he|▁goes|.
1_dog_doubt_know_nonref,I doubt that John owns a dog but I know that he owns a cat. The dog that he liked had been adopted by someone else.,doubt_know,1,1,"[-6.9566755294799805, -1.6479328870773315, -7.920249938964844, -10.74164867401123, -0.011446635238826275, -1.218193769454956, -4.729825019836426, -4.621160984039307, -1.6933979988098145, -3.3454387187957764, -0.9626118540763855, -0.8762891888618469, -3.022477149963379, -0.004052997566759586, -0.3364677131175995, -1.1696223020553589, -0.5184860825538635, -3.2671985626220703, -2.566873073577881, -4.187191963195801, -1.542501449584961, -9.62229061126709, -4.15450382232666, -2.331690788269043, -4.767437934875488, -0.2946006655693054, -1.663745641708374, -0.155402272939682, -0.4421844482421875]",-34.99562123417854,17,1,▁I|▁doubt|▁that|▁John|▁own|s|▁a|▁dog|▁but|▁I|▁know|▁that|▁he|▁own|s|▁a|▁cat|.|▁The|▁dog|▁that|▁he|▁liked|▁had|▁been|▁adopted|▁by|▁someone|▁else|.
1_dog_doubt_know_nonref,I doubt that John owns a dog but I know that he owns a cat. The cat that he liked had been adopted by someone else.,doubt_know,0,1,"[-6.9566755294799805, -1.6479328870773315, -7.920249938964844, -10.74164867401123, -0.011446635238826275, -1.218193769454956, -4.729825019836426, -4.621160984039307, -1.6933979988098145, -3.3454387187957764, -0.9626118540763855, -0.8762891888618469, -3.022477149963379, -0.004052997566759586, -0.3364677131175995, -1.1696223020553589, -0.5184860825538635, -3.2671985626220703, -1.3011201620101929, -5.212527751922607, -0.9226024150848389, -10.98417854309082, -4.8431196212768555, -2.482428550720215, -4.648523330688477, -0.5310173630714417, -2.0831222534179688, -0.22450828552246094, -0.6735547184944153]",-37.17390155792236,17,1,▁I|▁doubt|▁that|▁John|▁own|s|▁a|▁dog|▁but|▁I|▁know|▁that|▁he|▁own|s|▁a|▁cat|.|▁The|▁cat|▁that|▁he|▁liked|▁had|▁been|▁adopted|▁by|▁someone|▁else|.
1_dog_doubt_know_ref,I doubt that John owns a cat but I know that he owns a dog. His dog follows him everywhere he goes.,doubt_know,1,2,"[-6.9566755294799805, -1.6479328870773315, -7.920249938964844, -10.74164867401123, -0.011446635238826275, -1.218193769454956, -5.180397033691406, -4.809329032897949, -1.5700464248657227, -3.414708137512207, -0.9626022577285767, -0.878035306930542, -2.817319869995117, -0.003702334826812148, -0.3208572268486023, -0.8563426733016968, -0.5726245641708374, -4.303686141967773, -0.9923314452171326, -7.400825500488281, -0.0992107018828392, -0.6539080739021301, -1.7527801990509033, -0.010138795711100101, -0.41946545243263245]",-15.632346310652792,17,1,▁I|▁doubt|▁that|▁John|▁own|s|▁a|▁cat|▁but|▁I|▁know|▁that|▁he|▁own|s|▁a|▁dog|.|▁His|▁dog|▁follows|▁him|▁everywhere|▁he|▁goes|.
1_dog_doubt_know_ref,I doubt that John owns a cat but I know that he owns a dog. His cat follows him everywhere he goes.,doubt_know,0,2,"[-6.9566755294799805, -1.6479328870773315, -7.920249938964844, -10.74164867401123, -0.011446635238826275, -1.218193769454956, -5.180397033691406, -4.809329032897949, -1.5700464248657227, -3.414708137512207, -0.9626022577285767, -0.878035306930542, -2.817319869995117, -0.003702334826812148, -0.3208572268486023, -0.8563426733016968, -0.5726245641708374, -4.303686141967773, -2.921746253967285, -8.438520431518555, -0.24460968375205994, -1.0581122636795044, -2.3750274181365967, -0.014060367830097675, -0.4994231164455414]",-19.855185677297413,17,1,▁I|▁doubt|▁that|▁John|▁own|s|▁a|▁cat|▁but|▁I|▁know|▁that|▁he|▁own|s|▁a|▁dog|.|▁His|▁cat|▁follows|▁him|▁everywhere|▁he|▁goes|.
1_dog_doubt_know_nonref,I doubt that John owns a cat but I know that he owns a dog. The cat that he liked had been adopted by someone else.,doubt_know,1,2,"[-6.9566755294799805, -1.6479328870773315, -7.920249938964844, -10.74164867401123, -0.011446635238826275, -1.218193769454956, -5.180397033691406, -4.809329032897949, -1.5700464248657227, -3.414708137512207, -0.9626022577285767, -0.878035306930542, -2.817319869995117, -0.003702334826812148, -0.3208572268486023, -0.8563426733016968, -0.5726245641708374, -3.3401947021484375, -2.92155122756958, -4.128460884094238, -1.6819136142730713, -9.644975662231445, -4.1979899406433105, -2.336869716644287, -4.433717727661133, -0.29573971033096313, -1.545040488243103, -0.13702423870563507, -0.4993914067745209]",-35.162869319319725,17,1,▁I|▁doubt|▁that|▁John|▁own|s|▁a|▁cat|▁but|▁I|▁know|▁that|▁he|▁own|s|▁a|▁dog|.|▁The|▁cat|▁that|▁he|▁liked|▁had|▁been|▁adopted|▁by|▁someone|▁else|.
1_dog_doubt_know_nonref,I doubt that John owns a cat but I know that he owns a dog. The dog that he liked had been adopted by someone else.,doubt_know,0,2,"[-6.9566755294799805, -1.6479328870773315, -7.920249938964844, -10.74164867401123, -0.011446635238826275, -1.218193769454956, -5.180397033691406, -4.809329032897949, -1.5700464248657227, -3.414708137512207, -0.9626022577285767, -0.878035306930542, -2.817319869995117, -0.003702334826812148, -0.3208572268486023, -0.8563426733016968, -0.5726245641708374, -3.3401947021484375, -1.3216835260391235, -4.9743971824646, -0.8199161291122437, -11.011340141296387, -5.105490207672119, -2.4071028232574463, -4.891314506530762, -0.6096899509429932, -1.9446772336959839, -0.18532344698905945, -0.6120763421058655]",-37.22320619225502,17,1,▁I|▁doubt|▁that|▁John|▁own|s|▁a|▁cat|▁but|▁I|▁know|▁that|▁he|▁own|s|▁a|▁dog|.|▁The|▁dog|▁that|▁he|▁liked|▁had|▁been|▁adopted|▁by|▁someone|▁else|.
